LocationType,Location_Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,X,Y
Parks,Robert L. Burns Park,4900,,,Beverly,Blvd,,,,,,,,"Los Angeles, CA 90004
(34.0757, -118.316)",CA,90004,http://www.laparks.org/dos/parks/facility/burnsRLPk.htm,(213) 847-3599,4,34.075652,-118.316078
Parks,Ascot Hills Park,4371,,,Multnomah,St,,,,,,,,"Los Angeles, CA 90032
(34.0697, -118.19)",CA,90032,http://www.laparks.org/dos/parks/facility/ascothillsPk.htm,(323) 223-2764,14,34.06969978,-118.1899629
Parks,Lafayette Park,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles, CA 90057
(34.0621, -118.283)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lafayetteMCC.htm,(213) 384-0562,10,34.06211618,-118.282875
Parks,Latham Park,,,,Latham,St,,,,,53rd,St,,"Los Angeles, CA 90011
(33.9945, -118.251)",CA,90011,http://www.laparks.org/dos/parks/facility/lathamPk.htm,(213) 346-7395,9,33.99451,-118.25129
Parks,Griffith Park,,,,Griffith Park,Dr,,,,,Zoo,Dr,,"Los Angeles, CA 90027
(34.1182, -118.272)",CA,90027,http://www.laparks.org/dos/parks/griffithPK/index.htm,(323) 913-4688,4,34.1182,-118.272105
Parks,North Atwater Park,3900,,W,Chevy Chase,Dr,,,,,,,,"Los Angeles, CA 90039
(34.1334, -118.272)",CA,90039,http://www.laparks.org/dos/parks/facility/northAtwaterPk.htm,(323) 664-6611,13,34.133398,-118.271813
Parks,Elinor and Don Richardson Family Park,2700,,S,Budlong,Ave,,,,,,,,"Los Angeles, CA 90007
(34.0301, -118.296)",CA,90007,http://www.laparks.org/dos/parks/facility/richardsonFamilyPk.htm,(213) 485-5054,8,34.03012939,-118.2958057
Parks,Mount Olympus Park,243,,E,Avenue 33,,,,,,,,,"Los Angeles, CA 90031
(34.0847, -118.211)",CA,90031,,(310) 548-7675,1,34.084669,-118.210822
Parks,Griffith Park - Bette Davis Picnic Area,,,,Rancho,Ave,,,,,Riverside,Dr,,"Los Angeles, CA 90027
(34.1586, -118.298)",CA,90027,,(323) 913-4688,4,34.15857211,-118.2975598
Parks,Henry Alvarez Memorial Park (Ramona Gardens),2830,,,Lancaster,Ave,,,,,,,,"Los Angeles, CA 90033
(34.0588, -118.195)",CA,90033,http://www.laparks.org/dos/parks/facility/alvarezHMPk.htm,(213) 847-2961,14,34.05881,-118.195184
Parks,Dorothy J. and Benjamin B. Smith Park,7020,,,Franklin,Ave,,,,,,,,"Los Angeles, CA 90028
(34.104, -118.343)",CA,90028,http://www.laparks.org/dos/parks/facility/smithDBPk.htm,(213) 847-3599,13,34.10399621,-118.3428203
Parks,Grape Street Pocket Park,10726,,,Grape,St,,,,,,,,"Los Angeles, CA 90059
(33.9381, -118.237)",CA,90059,http://www.laparks.org/dos/parks/facility/grapeStPocketPk.htm,(213) 785-1835,15,33.938145,-118.236807
Parks,109th Street Park,1464,,E,109th,St,,,,,,,,"Los Angeles, CA 90059
(33.9366, -118.249)",CA,90059,http://www.laparks.org/dos/reccenter/facility/109thStreetRC.htm,(323) 566-4561,15,33.93664647,-118.2489586
Parks,Elysian Park - Bishop Canyon,929,,,Academy,Rd,,,,,,,,"Los Angeles, CA 90012
(34.0817, -118.235)",CA,90012,http://www.laparks.org/dos/parks/facility/bishopCanyonElysianPk.htm,(213) 485-5054,13,34.081707,-118.234692
Parks,Van Ness Park,5720,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.org/dos/reccenter/facility/vanNessRC.htm,(323) 296-1559,8,33.99082417,-118.319119
Parks,Vineyard Park,2942,,,Vineyard,Ave,,,,,,,,"Los Angeles, CA 90016
(34.0283, -118.347)",CA,90016,http://www.laparks.org/dos/reccenter/facility/vineyardRC.htm,(323) 732-2469,10,34.02828057,-118.34653
Parks,York Boulevard Pocket Park,4948,,,York,Blvd,,,,,,,,"Los Angeles, CA 90042
(34.1214, -118.207)",CA,90042,,,1,34.121388,-118.207218
Parks,Green Meadows Park,431,,E,89th,St,,,,,,,,"Los Angeles, CA 90003
(33.9557, -118.267)",CA,90003,http://www.laparks.org/dos/reccenter/facility/greenMeadowsRC.htm,(323) 565-4242,9,33.95568832,-118.2672316
Parks,Vermont Square,1248,,W,47th,St,,,,,,,,"Los Angeles, CA 90037
(34.0006, -118.297)",CA,90037,http://www.laparks.org/dos/parks/facility/vermontsqPk.htm,(323) 296-1559,9,34.0005829,-118.2971828
Parks,Shatto Park,3191,,W,4th,St,,,,,,,,"Los Angeles, CA 90020
(34.0673, -118.289)",CA,90020,http://www.laparks.org/dos/reccenter/facility/shattoRC.htm,(213) 386-8877,13,34.067287,-118.289251
Parks,Prospect Park,,,,Echandia,St,,,,,Judson,St,,"Los Angeles, CA 90033
(34.0536, -118.217)",CA,90033,http://www.laparks.org/dos/parks/facility/prospectPk.htm,(323) 224-2315,14,34.05358,-118.216963
Parks,James Slauson Park,5300,,S,Compton,Ave,,,,,,,,"Los Angeles, CA 90011
(33.9946, -118.248)",CA,90011,http://www.laparks.org/dos/reccenter/facility/slausonMC.htm,(323) 233-1174,9,33.99462127,-118.2476422
Parks,Algin Sutton Park,8800,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90044
(33.9579, -118.287)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 753-5808,8,33.957928,-118.286929
Parks,Valencia (Ross) Community Park,,,E,1st,St,,,,,Chicago,St,,"Los Angeles, CA 90033
(34.0448, -118.212)",CA,90033,http://www.laparks.org/dos/parks/facility/laniVestPocketPk.htm,(213) 485-4858,14,34.04480331,-118.2122865
Parks,Lemon Grove Park,4959,,,Lemon Grove,Ave,,,,,,,,"Los Angeles, CA 90029
(34.0863, -118.305)",CA,90029,http://www.laparks.org/dos/reccenter/facility/lemonGroveRC.htm,(323) 666-4144,13,34.08634611,-118.3046676
Parks,Baldwin Hills Park,5401,,,Highlight,Pl,,,,,,,,"Los Angeles, CA 90016
(34.0234, -118.365)",CA,90016,http://www.laparks.org/dos/reccenter/facility/baldwinHillsRC.htm,(323) 934-0746,10,34.02340135,-118.3646015
Parks,Cypress Park,2630,,,Pepper,Ave,,,,,,,,"Los Angeles, CA 90065
(34.0894, -118.226)",CA,90065,http://www.laparks.org/dos/reccenter/facility/cypressRC.htm,(213) 485-5384,1,34.0894357,-118.2255846
Parks,Saint Andrews Park,8701,,,St. Andrews,Pl,,,,,,,,"Los Angeles, CA 90047
(33.9597, -118.311)",CA,90047,http://www.laparks.org/dos/reccenter/facility/StAndrewsRC.htm,(213) 485-1751,8,33.95973995,-118.3114526
Parks,Carthay Circle Park,,,,McCarthy,Vis,,,,,Crescent Heights,,,"Los Angeles, CA 90048
(34.0614, -118.367)",CA,90048,http://www.laparks.org/dos/parks/facility/carthayCirclePk.htm,(323) 292-6622,5,34.061441,-118.367283
Parks,Lou Costello (Hostetter) Park,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/dos/reccenter/facility/louCostelloRC.htm,(213) 485-9111,14,34.02048437,-118.2108829
Parks,Ross Snyder Park,1501,,E,41st,St,,,,,,,,"Los Angeles, CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,(323) 231-3964,9,34.00871681,-118.2473934
Parks,Ramona Gardens Park,2830,,,Lancaster,Ave,,,,,,,,"Los Angeles, CA 90033
(34.057, -118.195)",CA,90033,http://www.laparks.org/dos/parks/facility/ramonaGardensPk.htm,(213) 847-2961,14,34.056954,-118.194894
Parks,Saint James Park,20,,S,St. James,Park,,,,,,,,"Los Angeles, CA 90007
(34.0317, -118.28)",CA,90007,http://www.laparks.org/dos/parks/facility/stJamesPk.htm,(310) 548-7675,1,34.03168,-118.27974
Parks,Washington Irving Pocket Park,4103,,W,Washington,Blvd,,,,,,,,"Los Angeles, CA 90018
(34.0401, -118.329)",CA,90018,http://www.laparks.org/dos/parks/facility/washingtonIrvingPk.htm,(310) 548-7675,10,34.040104,-118.328586
Parks,South L.A. Wetlands Park,5413,,S,Avalon,Blvd,,,,,,,,"Los Angeles, CA 90011
(33.9933, -118.265)",CA,90011,,(310) 548-7675,9,33.993268,-118.265355
Parks,Toberman Park,1725,,,Toberman,St,,,,,,,,"Los Angeles, CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/dos/reccenter/facility/tobermanRC.htm,(213) 485-6896,1,34.03912821,-118.2787516
Parks,MacArthur Park,2230,,W,6th,St,,,,,,,,"Los Angeles, CA 90057
(34.0604, -118.277)",CA,90057,http://www.laparks.org/dos/parks/facility/macArthurPk.htm,(213) 368-0520,1,34.06035058,-118.2770864
Parks,Angeles Mesa Park,4726,,W,8th,Ave,,,,,,,,"Los Angeles, CA 90043
(34.0003, -118.326)",CA,90043,http://www.laparks.org/dos/parks/facility/angelesMesaPk.htm,(310) 548-7675,8,34.00025,-118.32561
Parks,Rolland Curtis Park,1287,,W,38th,St,,,,,,,,"Los Angeles, CA 90037
(34.0166, -118.3)",CA,90037,http://www.laparks.org/dos/parks/facility/curtisRolandPk.htm,(310) 548-7675,8,34.016615,-118.300007
Parks,Moon Canyon Park,911,,N,Museum,Dr,,,,,,,,"Los Angeles, CA 90065
(34.1084, -118.214)",CA,90065,http://www.laparks.org/dos/parks/facility/moonCynPk.htm,(323) 225-0370,1,34.108427,-118.213926
Parks,4916 S. McKinley Avenue Pocket Park,4916,2-Jan,S,McKinley,Ave,,,,,,,,"Los Angeles, CA 90011
(33.9988, -118.261)",CA,90011,,(310) 548-7675,9,33.998755,-118.260624
Parks,Leslie N. Shaw Park,2250,,W,Jefferson,Blvd,,,,,,,,"Los Angeles, CA 90018
(34.0258, -118.32)",CA,90018,http://www.laparks.org/dos/parks/facility/shawLNPk.htm,(323) 233-4772,10,34.025814,-118.319733
Parks,Juntos Park,3135,,,Drew,St,,,,,,,,"Los Angeles, CA 90064
(34.1183, -118.246)",CA,90064,http://www.laparks.org/dos/parks/facility/juntosPk.htm,(213) 485-1310,13,34.11830364,-118.2455792
Parks,Garvanza Park,6240,,,Meridian,St,,,,,,,,"Los Angeles, CA 90042
(34.1201, -118.18)",CA,90042,http://www.laparks.org/dos/parks/facility/garvanzaPk.htm,(323) 255-0370,14,34.12007,-118.179944
Parks,Westchester Park,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles, CA 90045
(33.9596, -118.415)",CA,90045,http://www.laparks.org/dos/reccenter/facility/westchesterRC.htm,(310) 670-7473,11,33.959629,-118.415188
Parks,Budd Weiner Park,4301,,,Via Marisol,,,,,,Via Colina,,,"Los Angeles, CA 90032
(34.0979, -118.184)",CA,90032,http://www.laparks.org/dos/parks/facility/buddWeinerPk.htm,(323) 225-3329,14,34.09794,-118.18389
Parks,105th Street Pocket Park,609,,W,105th,St,,,,,,,,"Los Angeles, CA 90044
(33.9409, -118.285)",CA,90044,,(310) 548-7675,8,33.940919,-118.285253
Parks,San Vicente Mountain Park,17500,,,Mulholland,Dr,,,,,,,,"Los Angeles, CA 90272
(34.1286, -118.513)",CA,90272,http://www.laparks.org/dos/parks/facility/sanVicenteMtnPk.htm,(310) 840-2187,11,34.128635,-118.513031
Parks,City Hall Park,200,,N,Spring,St,,,,,,,,"Los Angeles, CA 90012
(34.053, -118.244)",CA,90012,http://www.laparks.org/dos/parks/facility/cityHallPk.htm,(213) 972-0500,14,34.05305,-118.243749
Parks,South Park,345,,E,51st,St,,,,,,,,"Los Angeles, CA 90011
(33.9966, -118.269)",CA,90011,http://www.laparks.org/dos/reccenter/facility/southPkRC.htm,(213) 847-6746,9,33.99664406,-118.268573
Parks,Griffith Park - Park Center,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1342, -118.283)",CA,90027,http://www.laparks.org/dos/parks/facility/parkCenter.htm,(323) 644-2050,4,34.134213,-118.282994
Parks,Norman O. Houston Park,4800,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(33.9989, -118.358)",CA,90008,http://www.laparks.org/dos/parks/facility/houstonNOPk.htm,(323) 291-5928,8,33.998907,-118.357772
Parks,Madison West Park,464,,N,Madison,Ave,,,,,,,,"Los Angeles, CA 90004
(34.0797, -118.289)",CA,90004,http://www.laparks.org/dos/parks/facility/madisonPk.htm,(323) 664-1407,13,34.079685,-118.288537
Parks,Wall Street Community Park,8620,,,Wall,St,,,,,,,,"Los Angeles, CA 90003
(33.9595, -118.272)",CA,90003,,,9,33.959532,-118.271566
Parks,Pershing Square,530,,S,Olive,St,,,,,,,,"Los Angeles, CA 90012
(34.0486, -118.253)",CA,90012,http://www.laparks.org/pershingsquare/index.html,(213) 847-4970,14,34.04856,-118.25348
Parks,Normandie Park,1550,,S,Normandie,Ave,,,,,,,,"Los Angeles, CA 90006
(34.0446, -118.3)",CA,90006,http://www.laparks.org/dos/reccenter/facility/normandieRC.htm,(323) 737-1181,1,34.04455488,-118.3001516
Parks,Hoover-Gage Mini Park,,,,Hoover,St,,,,,Gage,St,,"Los Angeles, CA 90044
(33.9822, -118.287)",CA,90044,http://www.laparks.org/dos/parks/facility/hooverGagePk.htm,(213) 346-7395,9,33.982185,-118.287465
Parks,Ramona Hall Park,4580,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90065
(34.0977, -118.206)",CA,90065,http://www.laparks.org/dos/reccenter/facility/ramonahallCRC.htm,(323) 276-3021,1,34.09770325,-118.2058522
Parks,Lacy Street Neighborhood Park,,,,Ave 26,,,,,,Lacy,St,,"Los Angeles, CA 90031
(34.0821, -118.22)",CA,90031,http://www.laparks.org/dos/parks/facility/lacyStNeighborHoPk.htm,(323) 225-3329,1,34.082073,-118.220347
Parks,Hollenbeck Park,415,,S,Saint Louis,St,,,,,,,,"Los Angeles, CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/parks/facility/hollenbeckPk.htm,(323) 261-0113,14,34.04136456,-118.2160944
Parks,49th Street Pocket Park,670,,E,49th,St,,,,,,,,"Los Angeles, CA 90011
(33.9983, -118.264)",CA,90011,,(310) 548-7675,9,33.998337,-118.26351
Parks,Lincoln Heights Park,2303,,,Workman,St,,,,,,,,"Los Angeles, CA 90031
(34.0722, -118.215)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnHeightsRC.htm,(323) 225-2838,1,34.072219,-118.214628
Parks,Rockwood Community Park,1571,,W,Rockwood,St,,,,,,,,"Los Angeles, CA 90026
(34.0642, -118.262)",CA,90026,,(310) 548-7675,13,34.0642,-118.262115
Parks,Jordan Downs Park,9900,,,Grape,St,,,,,,,,"Los Angeles, CA 90002
(33.9461, -118.237)",CA,90002,http://www.laparks.org/dos/reccenter/facility/jordanDownsRC.htm,(213) 485-1835,15,33.94612146,-118.2365773
Parks,Elysian Park - Chavez Ravine Arboretum,,,,Elysian Park,Dr,,,,,Chavez Ravine,Rd,,"Los Angeles, CA 90012
(34.085, -118.246)",CA,90012,http://www.laparks.org/dos/horticulture/chavez.htm,(213) 485-5054,13,34.085043,-118.245717
Parks,Runyon Canyon Park,2000,,N,Fuller,Ave,,,,,,,,"Los Angeles, CA 90046
(34.1053, -118.349)",CA,90046,http://www.laparks.org/dos/parks/facility/runyoncanyonpk.htm,(323) 666-5046,4,34.10530646,-118.3488732
Parks,Mar Vista Park,11430,,,Woodbine,Ave,,,,,,,,"Los Angeles, CA 90066
(34.0179, -118.429)",CA,90066,http://www.laparks.org/dos/reccenter/facility/marVistaRC.htm,(310) 398-5982,11,34.01785493,-118.4294632
Parks,Gladys Jean Wesson Park,2508,,S,West,Blvd,,,,,,,,"Los Angeles, CA 90016
(34.0338, -118.34)",CA,90016,,,10,34.033847,-118.340309
Parks,Glen Alla Park,4601,,,Alla,Rd,,,,,,,,"Los Angeles, CA 90292
(33.9844, -118.431)",CA,90292,http://www.laparks.org/dos/parks/facility/glenAllaPk.htm,(310) 396-1615,11,33.984438,-118.431009
Parks,Boyle Heights Sports Center Park,933,,S,Mott,St,,,,,,,,"Los Angeles, CA 90023
(34.0324, -118.214)",CA,90023,http://www.laparks.org/dos/reccenter/facility/boyleHeightsSC.htm,(323) 264-5136,14,34.03237744,-118.213784
Parks,Rio De Los Angeles State Park,1900,,N,San Fernando,Rd,,,,,,,,"Los Angeles, CA 90065
(34.1011, -118.237)",CA,90065,http://www.laparks.org/dos/reccenter/facility/riodeLosAngeles.htm,(323) 276-3015,1,34.101135,-118.236579
Parks,Barnsdall Park,4800,,,Hollywood,Blvd,,,,,,,,"Los Angeles, CA 90027
(34.1015, -118.294)",CA,90027,http://www.laparks.org/dos/reccenter/facility/barnsdallArtPkRC.htm,(323) 644-6275,13,34.10151763,-118.29443
Parks,Griffith Park Bond Area,,,,Los Feliz,Blvd,,,,,,,,"Los Angeles, CA 90027
(34.1225, -118.27)",CA,90027,http://www.laparks.org/dos/parks/facility/bondAreaGP.htm,(323) 664-6611,4,34.122473,-118.269555
Parks,El Sereno North Park,4410,,,Garden Homes,Ave,,,,,,,,"Los Angeles, CA 90032
(34.0972, -118.168)",CA,90032,http://www.laparks.org/dos/parks/facility/elSerenoNorthPk.htm,(323) 225-3517,14,34.097182,-118.16843
Parks,West Adams Heights Park,1903,,,Cordova,St,,,,,,,,"Los Angeles, CA 90007
(34.0388, -118.3)",CA,90007,,,10,34.03883,-118.300475
Parks,Griffith Park - Ferraro Fields,5101,,N,Zoo,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1546, -118.283)",CA,90027,http://www.laparks.org/dos/parks/facility/griffithPk_Ffields.htm,(213) 485-7611,4,34.154599,-118.28301
Parks,Mascot Park,,,,Mascot,St,,,,,Pickford,St,,"Los Angeles, CA 90019
(34.041, -118.342)",CA,90019,http://www.laparks.org/dos/parks/facility/mascotPk.htm,(310) 548-7675,10,34.041023,-118.341882
Parks,Wilton Place Park,1015,,S,Wilton,Pl,,,,,,,,"Los Angeles, CA 90019
(34.0524, -118.315)",CA,90019,,(213) 485-5572,10,34.052376,-118.314667
Parks,Central Avenue Pocket Park,,,,Central,Ave,,,,,42nd,Ave,,"Los Angeles, CA 90011
(34.0068, -118.256)",CA,90011,http://www.laparks.org/dos/parks/facility/centralAvePk.htm,(323) 233-4772,9,34.006792,-118.256194
Parks,Griffith Park - Bird Sanctuary,2900,,,Vermont Canyon,Rd,,,,,,,,"Los Angeles, CA 90027
(34.1238, -118.297)",CA,90027,http://www.laparks.org/dos/parks/facility/birdSanctuaryGP.htm,(323) 666-5046,4,34.123792,-118.297042
Parks,State Street Park,716,,N,State,St,,,,,,,,"Los Angeles, CA 90033
(34.053, -118.213)",CA,90033,http://www.laparks.org/dos/reccenter/facility/stateStreetRC.htm,(213) 847-2790,14,34.05296422,-118.2132892
Parks,Elysian Park - Buena Vista Meadow Picnic Area,,,,Meadow,Rd,,,,,,,,"Los Angeles, CA 90012
(34.0764, -118.228)",CA,90012,http://www.laparks.org/dos/parks/facility/buenaVistaElysianPk.htm,(213) 485-5054,13,34.076408,-118.227999
Parks,Hermon / Arroyo Seco Park,5566,,,Via Marisol,,,,,,,,,"Los Angeles, CA 90042
(34.1044, -118.187)",CA,90042,http://www.laparks.org/dos/parks/facility/arroyoSPk.htm,(213) 485-5054,14,34.104402,-118.187327
Parks,Alvarado Terrace Park,,,,Malvern,Ave,,,,,Alvarado,Ter,,"Los Angeles, CA 90006
(34.045, -118.281)",CA,90006,http://www.laparks.org/dos/parks/facility/alvaradoTerrPk.htm,(213) 847-0641,1,34.04498,-118.28112
Parks,61st Street Pocket Park,139,,E,61,St,,,,,,,,"Los Angeles, CA 90003
(33.9845, -118.272)",CA,90003,,(310) 548-7675,9,33.984504,-118.272468
Parks,Rosewood Gardens,7811,,W,Rosewood,Ave,,,,,,,,"Los Angeles, CA 90036
(34.0804, -118.361)",CA,90036,,(310) 548-7675,5,34.080368,-118.361288
Parks,Griffith Park - Cedar Grove,,,,Vista del Valle,,,,,,,,,"Los Angeles, CA 90027
(34.1201, -118.282)",CA,90027,http://www.laparks.org/dos/parks/facility/cedarGrovePk.htm,(323) 666-5046,4,34.120101,-118.282408
Parks,Silver Lake Park,1850,,W,Silver Lake,Dr,,,,,,,,"Los Angeles, CA 90026
(34.0928, -118.267)",CA,90026,http://www.laparks.org/dos/reccenter/facility/silverLakeRC.htm,(323) 644-3946,13,34.092833,-118.266803
Parks,Martin Luther King Junior Park,3916,,S,Western,Ave,,,,,,,,"Los Angeles, CA 90062
(34.0139, -118.309)",CA,90062,http://www.laparks.org/dos/reccenter/facility/martinLKTRC.htm,(213) 847-0878,8,34.01394464,-118.3087893
Parks,Rose Hill Park,3606,,N,Boundary,Ave,,,,,,,,"Los Angeles, CA 90032
(34.091, -118.193)",CA,90032,http://www.laparks.org/dos/parks/facility/roseHillPk.htm,(323) 225-0450,14,34.091016,-118.192926
Parks,Vernon Branch Library Pocket Park,4501,,S,Central,Ave,,,,,,,,"Los Angeles, CA 90011
(34.0029, -118.256)",CA,90011,,(310) 548-7675,9,34.002885,-118.256336
Parks,Rustic Canyon Park,,,,Sullivan Fire,Rd,,,,,,,,"Los Angeles, CA 90049
(34.0685, -118.51)",CA,90049,,(310) 836-1040,11,34.068454,-118.510444
Parks,Griffith Park - Lake Hollywood Park,3160,,,Canyon,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1268, -118.326)",CA,90027,http://www.laparks.org/dos/parks/facility/lakeHollywoodPk.htm,(323) 666-5046,4,34.126773,-118.326239
