LocationType,Location_Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,X,Y
Parks,Media Park,,,,Culver,Blvd,,,,,Venice,Blvd,,"Los Angeles, CA 90232
(34.0265, -118.393)",CA,90232,http://www.laparks.org/dos/parks/facility/mediaPk.htm,(310) 836-1040,5,34.02647,-118.39306
Parks,De Longpre Park,1350,,N,Cherokee,Ave,,,,,,,,"Los Angeles, CA 90028
(34.0959, -118.335)",CA,90028,http://www.laparks.org/dos/parks/facility/deLongprePk.htm,(213) 847-3599,4,34.095934,-118.334692
Parks,Vista Hermosa Park,100,,N,Toluca,St,,,,,,,,"Los Angeles, CA 90026
(34.062, -118.258)",CA,90026,http://www.laparks.org/dos/parks/facility/vistaHermosaPk.htm,(213) 250-3578,1,34.06195635,-118.2582994
Swimming Pools - Summer,Lou Costello (Hostetter) Pool,3121,,E,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90023
(34.0206, -118.211)",CA,90023,http://www.laparks.org/dos/aquatic/facility/costelloPool.htm,(323) 526-3073,14,34.020645,-118.211359
Universally Accessible Playgrounds,Hazard Recreation Center,2230,,,Norfolk,St,,,,,,,,"Los Angeles, CA 90033
(34.0603, -118.201)",CA,90033,http://www.laparks.org/dos/reccenter/facility/hazardRC.htm,(213) 485-6839,14,34.060295,-118.200702
Swimming Pools - Summer,Stoner Park Pool,1835,,,Stoner,Ave,,,,,,,,"Los Angeles, CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/aquatic/facility/stonerParkPool.htm,(310) 575-8286,11,34.03844736,-118.4532902
Recreation Centers,Gilbert W. Lindsay Recreation Center,429,,E,42nd,Pl,,,,,,,,"Los Angeles, CA 90011
(34.0066, -118.268)",CA,90011,http://www.laparks.org/dos/reccenter/facility/gilbertLindsayRC.htm,(323) 846-7584,9,34.00661929,-118.2677641
Recreation Centers,Chevy Chase Recreation Center,4165,,,Chevy Chase,Dr,,,,,,,,"Los Angeles, CA 90039
(34.1334, -118.267)",CA,90039,http://www.laparks.org/dos/reccenter/facility/chevyChaseRC.htm,(213) 485-4867,13,34.133432,-118.266546
Parks,Jim Gilliam Park,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(34.0119, -118.352)",CA,90008,http://www.laparks.org/dos/reccenter/facility/jimGilliamRC.htm,(323) 291-5928,10,34.011922,-118.351674
Museums,Griffith Park - Travel Town Museum,5200,,,Zoo,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1538, -118.309)",CA,90027,http://www.laparks.org/grifmet/tt/index.htm,(323) 662-5874,4,34.153834,-118.308641
Outdoor Fitness Equipment,West Adams Heights Park,1903,,,Cordova,St,,,,,,,,"Los Angeles, CA 90007
(34.0388, -118.3)",CA,90007,,,10,34.03883,-118.300475
Parks,Chevy Chase Park,4165,,,Chevy Chase,Dr,,,,,,,,"Los Angeles, CA 90039
(34.1335, -118.267)",CA,90039,http://www.laparks.org/dos/parks/facility/chevyChasePk.htm,(213) 485-4867,13,34.133531,-118.2667127
Free Wi-Fi Hot Spots,Echo Park Recreation Center,1632,,,Bellevue,Ave,,,,,,,,"Los Angeles, CA 90026
(34.0698, -118.26)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,(213) 250-3578,13,34.069801,-118.260119
Recreation Centers,Pecan Recreation Center,127,,S,Pecan,St,,,,,,,,"Los Angeles, CA 90033
(34.0465, -118.222)",CA,90033,http://www.laparks.org/dos/reccenter/facility/pecanRC.htm,(323) 262-2736,14,34.04652101,-118.2220261
Outdoor Fitness Equipment,Hollenbeck Park,415,,S,Saint Louis,St,,,,,,,,"Los Angeles, CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/parks/facility/hollenbeckPk.htm,(323) 261-0113,14,34.04136456,-118.2160944
Parks,Elysian Park - Montecillo De Leo Politi,,,,Stadium,Way,,,,,Academy,Rd,,"Los Angeles, CA 90012
(34.0784, -118.247)",CA,90012,http://www.laparks.org/dos/parks/facility/montecilloDeLeoPolitiPk.htm,(213) 485-5054,13,34.078382,-118.246633
Tennis Courts,Saint Andrews Tennis Courts,8701,,,Saint Andrews,Pl,,,,,,,,"Los Angeles, CA 90047
(33.9597, -118.311)",CA,90047,http://www.laparks.org/dos/reccenter/facility/stAndrewsRC.htm,(213) 485-1751,8,33.95973995,-118.3114526
Parks,Eagle Rock Park,1100,,,Eagle Vista,Dr,,,,,,,,"Los Angeles, CA 90041
(34.143, -118.188)",CA,90041,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,(323) 257-6948,14,34.142988,-118.18805
Skate Parks,Imperial Courts Skate Park,2250,,E,114th,St,,,,,,,,"Los Angeles, CA 90059
(33.9313, -118.232)",CA,90059,http://www.laparks.org/dos/parks/skateparks/imperialCourtsSkatePk.htm,(323) 564-1834,15,33.93125654,-118.2324199
Public Computer Centers,Lincoln Park Recreation Center - Public Computer Center,3501,,,Valley,Blvd,,,,,,,,"Los Angeles, CA 90031
(34.0661, -118.199)",CA,90031,http://www.laparks.org/btop/lynda.htm,(213) 847-1726,1,34.0661,-118.199196
Public Computer Centers,Denker Recreation Center - Public Computer Center,1550,,W,35th,Pl,,,,,,,,"Los Angeles, CA 90018
(34.0236, -118.305)",CA,90018,http://www.laparks.org/btop/lynda.htm,(323) 733-8367,8,34.02355276,-118.3045149
Recreation Centers,Ross Snyder Recreation Center,1501,,E,41st,St,,,,,,,,"Los Angeles, CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,(323) 231-3964,9,34.00871681,-118.2473934
Skate Parks,Hollenbeck Safe Spot Skate Spot,415,,S,Saint Louis,St,,,,,,,,"Los Angeles, CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/parks/skateparks/hollenbeckSkatePk.htm,(323) 261-0113,14,34.04136456,-118.2160944
Public Computer Centers,Lemon Grove Recreation Center - Public Computer Center,4959,,,Lemon Grove,Ave,,,,,,,,"Los Angeles, CA 90029
(34.0863, -118.305)",CA,90029,http://www.laparks.org/btop/lynda.htm,(323) 666-4144,13,34.08634611,-118.3046676
Parks,Yosemite Park,1840,,,Yosemite,Dr,,,,,,,,"Los Angeles, CA 90041
(34.1337, -118.208)",CA,90041,http://www.laparks.org/dos/reccenter/facility/yosemiteRC.htm,(323) 257-1644,14,34.133742,-118.20819
Outdoor Fitness Equipment,Hoover Recreation Center,1010,,W,25th,St,,,,,,,,"Los Angeles, CA 90007
(34.0327, -118.283)",CA,90007,http://www.laparks.org/dos/reccenter/facility/hooverRC.htm,(213) 749-8896,1,34.03273559,-118.2830944
Golf Courses,Harding Golf Course,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1445, -118.289)",CA,90027,http://golf.lacity.org/cdp_harding.htm,(323) 663-2555,4,34.144505,-118.289258
Parks,Chesterfield Square Park,1950,,W,54th,St,,,,,,,,"Los Angeles, CA 90062
(33.9931, -118.313)",CA,90062,http://www.laparks.org/dos/parks/facility/chesterfieldSquPk.htm,(323) 233-4772,8,33.99308909,-118.3129281
Recreation Centers,Cypress Recreation Center,2630,,,Pepper,Ave,,,,,,,,"Los Angeles, CA 90065
(34.0894, -118.226)",CA,90065,http://www.laparks.org/dos/reccenter/facility/cypressRC.htm,(213) 485-5384,1,34.0894357,-118.2255846
Hiking Trails,Jim Gilliam Park,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(34.0119, -118.352)",CA,90008,http://www.laparks.org/dos/reccenter/facility/jimGilliamRC.htm,(323) 291-5928,10,34.011922,-118.351674
Parks,111th Place Pocket Park,207,,E,111th,Pl,,,,,,,,"Los Angeles, CA 90061
(33.9342, -118.271)",CA,90061,,(310) 548-7675,8,33.934202,-118.271246
Recreation Centers,Echo Park Recreation Center,1632,,,Bellevue,Ave,,,,,,,,"Los Angeles, CA 90026
(34.0698, -118.26)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,(213) 250-3578,13,34.069801,-118.260119
Parks,Circle / Gramercy Park,1975,,W,76th,St,,,,,,,,"Los Angeles, CA 90047
(33.971, -118.313)",CA,90047,http://www.laparks.org/dos/parks/facility/circlePk.htm,(310) 548-7675,8,33.970976,-118.313323
Outdoor Fitness Equipment,Fox & Laurel Park,14353,,,Fox,St,,,,,,,,"Los Angeles, CA 91340
(34.2716, -118.446)",CA,91340,,,7,34.271638,-118.446271
Swimming Pools - Summer,Jackie Tatum / Harvard Pool,6120,,,Denker,St,,,,,,,,"Los Angeles, CA 90047
(33.9836, -118.305)",CA,90047,http://www.laparks.org/dos/aquatic/facility/harvardPool.htm,(323) 753-2197,8,33.98355979,-118.3046124
Parks,Rancho Cienega Park,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles, CA 90016
(34.0217, -118.352)",CA,90016,http://www.laparks.org/dos/reccenter/facility/ranchocienegaRC.htm,(323) 290-2330,10,34.02167021,-118.351823
Tennis Courts,Westwood Tennis Courts,1350,,S,Sepulveda,Blvd,,,,,,,,"Los Angeles, CA 90024
(34.0534, -118.449)",CA,90024,http://www.laparks.org/dos/sports/tennis/facility/westwoodTC.htm,(310) 575-8299,5,34.053422,-118.449
Public Computer Centers,Ramon D. Garcia Msgr. Recreation Center - Public Computer Center,1016,,S,Fresno,St,,,,,,,,"Los Angeles, CA 90023
(34.0275, -118.207)",CA,90023,http://www.laparks.org/btop/lynda.htm,(323) 265-4755,14,34.027534,-118.206502
Tennis Courts,Ross Snyder Tennis Courts,1501,,E,41st,St,,,,,,,,"Los Angeles, CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,(323) 231-3964,9,34.00871681,-118.2473934
Outdoor Fitness Equipment,MacArthur Park,2230,,W,6th,St,,,,,,,,"Los Angeles, CA 90057
(34.0604, -118.277)",CA,90057,http://www.laparks.org/dos/parks/facility/macArthurPk.htm,(213) 368-0520,1,34.06035058,-118.2770864
Parks,Denker and Torrance Pocket Park,1490,,W,Torrance,Blvd,,,,,,,,"Los Angeles, CA 90501
(33.8416, -118.304)",CA,90501,,(310) 548-7675,15,33.84162,-118.303546
Parks,Hope and Peace Park,843,,S,Bonnie Brae,St,,,,,,,,"Los Angeles, CA 90057
(34.0528, -118.276)",CA,90057,http://www.laparks.org/dos/parks/facility/hopePeacePocketPk.htm,(213) 747-1872,1,34.05276205,-118.2764751
Parks,Queen Anne Park,1240,,,West,Blvd,,,,,,,,"Los Angeles, CA 90016
(34.0507, -118.333)",CA,90016,http://www.laparks.org/dos/reccenter/facility/queenAnneRC.htm,(323) 857-1180,10,34.0507319,-118.33286
Swimming Pools - Year Round,Roosevelt High School Pool,456,,S,Mathews,St,,,,,,,,"Los Angeles, CA 90033
(34.0386, -118.212)",CA,90033,http://www.laparks.org/dos/aquatic/facility/rooseveltPool.htm,(213) 485-7391,14,34.03862927,-118.2115056
Senior Centers,Highland Adult Center,6152,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90042
(34.1139, -118.186)",CA,90042,http://www.laparks.org/dos/senior/facility/highlandParkSCC.htm,(323) 256-6866,14,34.11389422,-118.1857243
Skate Parks,El Sereno Skate Park,4721,,,Klamath,St,,,,,,,,"Los Angeles, CA 90032
(34.0757, -118.182)",CA,90032,http://www.laparks.org/dos/parks/skateparks/elSerenoSkatePk.htm,(323) 225-3517,14,34.075694,-118.1815698
Senior Centers,El Sereno Senior Citizen Center,4818,,,Klamath,Pl,,,,,,,,"Los Angeles, CA 90032
(34.075, -118.18)",CA,90032,http://www.laparks.org/dos/senior/facility/elSerenoSCC.htm,(323) 222-2040,14,34.075035,-118.179899
Outdoor Fitness Equipment,Lemon Grove Park,4959,,,Lemon Grove,Ave,,,,,,,,"Los Angeles, CA 90029
(34.0863, -118.305)",CA,90029,http://www.laparks.org/dos/reccenter/facility/lemonGroveRC.htm,(323) 666-4144,13,34.08634611,-118.3046676
Parks,Griffith Park Visitor Center Auditorium,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1325, -118.28)",CA,90027,http://www.laparks.org/dos/ranger/auditorium.htm,(323) 665-1154,4,34.132522,-118.280284
Museums,Griffith Park - Autry Museum of Western Heritage,4700,,,Western Heritage,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1487, -118.282)",CA,90027,http://disclaimer.lacity.org/disclaim.cfm?goto=http://www.autrynationalcenter.org,(323) 667-2000,4,34.148715,-118.282023
Recreation Centers,Seoul International Recreation Center,3250,,,San Marino,St,,,,,,,,"Los Angeles, CA 90006
(34.0544, -118.302)",CA,90006,http://www.laparks.org/dos/reccenter/facility/seoulInterRC.htm,(213) 383-7549,10,34.05435479,-118.3016258
Public Computer Centers,Yucca Park Community Center - Public Computer Center,6671,,,Yucca,St,,,,,,,,"Los Angeles, CA 90028
(34.1033, -118.336)",CA,90028,http://www.laparks.org/btop/lynda.htm,(323) 957-6339,13,34.10331572,-118.3355345
Parks,Jackie Tatum / Harvard Park,1535,,W,62nd,St,,,,,,,,"Los Angeles, CA 90047
(33.9833, -118.304)",CA,90047,http://www.laparks.org/dos/reccenter/facility/jackieTatumRC.htm,(323) 778-2579,8,33.98334823,-118.303593
Senior Centers,Montecito Heights Senior Citizen Center,4545,,,Homer,St,,,,,,,,"Los Angeles, CA 90031
(34.0959, -118.203)",CA,90031,http://www.laparks.org/dos/senior/facility/montecitoHeightsSCC.htm,(213) 485-8550,1,34.095856,-118.202986
Parks,South Victoria Ave Park,6537,,S,Victoria,Ave,,,,,,,,"Los Angeles, CA 90043
(33.9794, -118.332)",CA,90043,,(310) 548-7675,8,33.979427,-118.332474
Parks,William Nickerson Gardens Park,11251,,,Compton,Ave,,,,,,,,"Los Angeles, CA 90059
(33.9322, -118.247)",CA,90059,http://www.laparks.org/dos/reccenter/facility/williamNickersonRC.htm,(323) 566-1416,15,33.932182,-118.246727
Tennis Courts,Loren Miller Tennis Courts,2717,,,Halldale,Ave,,,,,,,,"Los Angeles, CA 90018
(34.0305, -118.304)",CA,90018,http://www.laparks.org/dos/reccenter/facility/lorenMillerRC.htm,(323) 734-1302,8,34.030545,-118.303731
Outdoor Fitness Equipment,Van Ness Park,5720,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.org/dos/reccenter/facility/vanNessRC.htm,(323) 296-1559,8,33.99082417,-118.319119
Parks,Benny H. Potter West Adams Avenues Memorial Park,2413,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90018
(34.035, -118.319)",CA,90018,http://www.laparks.org/dos/parks/facility/bennyHPotterPk.htm,(323) 373-9483,10,34.035039,-118.318677
Parks,Irving Schachter Park,2599,,,Beverwil,Dr,,,,,Beverlywood,,,"Los Angeles, CA 90064
(34.04, -118.399)",CA,90064,http://www.laparks.org/dos/parks/facility/irvingSchachterPk.htm,(310) 840-2186,5,34.040044,-118.398926
Parks,Greayer's Oak Park,3711,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90065
(34.0906, -118.212)",CA,90065,,(310) 548-7675,1,34.09059,-118.212182
Parks,Griffith Park - Old Zoo Picnic Area,,,,Griffith Park,Dr,,,,,Crystal Springs,Dr,,"Los Angeles, CA 90027
(34.1355, -118.286)",CA,90027,http://www.laparks.org/dos/parks/facility/griffithPk.htm,(323) 644-2050,4,34.135456,-118.286337
Parks,Hollywood Park,1122,,,Cole,Ave,,,,,,,,"Los Angeles, CA 90038
(34.0913, -118.33)",CA,90038,http://www.laparks.org/dos/reccenter/facility/hollywoodRC.htm,(323) 467-6847,13,34.09132457,-118.3297572
Tennis Courts,Mar Vista Tennis Courts,11430,,,Woodbine,Ave,,,,,,,,"Los Angeles, CA 90066
(34.0179, -118.429)",CA,90066,http://www.laparks.org/dos/reccenter/facility/marVistaRC.htm,(310) 398-5982,11,34.01785493,-118.4294632
Parks,Watts Cultural Crescent,1780,,E,Santa Ana,Blvd,,,,,,,,"Los Angeles, CA 90059
(33.94, -118.242)",CA,90059,,(310) 548-7675,15,33.940048,-118.242452
Parks,4600 Orchard Ave Pocket Park,4600,,,Orchard,Ave,,,,,,,,"Los Angeles, CA 90037
(34.0016, -118.289)",CA,90037,,(310) 548-7675,9,34.001558,-118.288625
Outdoor Fitness Equipment,Hermon / Arroyo Seco Park,5566,,,Via Marisol,,,,,,,,,"Los Angeles, CA 90042
(34.1044, -118.187)",CA,90042,http://www.laparks.org/dos/parks/facility/arroyoSPk.htm,(213) 485-5054,14,34.104402,-118.187327
Parks,Westside Neighborhood Park,3085,,,Clyde,Ave,,,,,,,,"Los Angeles, CA 90016
(34.0291, -118.37)",CA,90016,http://www.laparks.org/dos/parks/facility/westsideNeighborhoodPk.htm,(323) 292-6622,10,34.029093,-118.36998
Outdoor Fitness Equipment,Trinity Park,517,,E,25th,St,,,,,,,,"Los Angeles, CA 90011
(34.0239, -118.263)",CA,90011,http://www.laparks.org/dos/reccenter/facility/trinityRC.htm,(213) 485-4195,9,34.02385032,-118.2634554
Parks,Grigsby Pocket Park,1816,,E,115th,St,,,,,,,,"Los Angeles, CA 90059
(33.9302, -118.24)",CA,90059,,(310) 548-7675,15,33.930249,-118.240227
Outdoor Fitness Equipment,4600 Orchard Ave Pocket Park,4600,,,Orchard,Ave,,,,,,,,"Los Angeles, CA 90037
(34.0016, -118.289)",CA,90037,,(310) 548-7675,9,34.001558,-118.288625
Parks,Cypress Park Library,3320,,E,Pepper,Ave,,,,,,,,"Los Angeles, CA 90065
(34.091, -118.223)",CA,90065,,(310) 548-7675,1,34.091029,-118.22264
Museums,Heritage Square Museum,3800,,,Homer,St,,,,,,,,"Los Angeles, CA 90031
(34.0885, -118.208)",CA,90031,http://www.lacity.org/disclaim/disclaim.cfm?goto=http://www.heritagesquare.org,(323) 225-2700,1,34.088502,-118.208039
Outdoor Fitness Equipment,South Park,345,,E,51st,St,,,,,,,,"Los Angeles, CA 90011
(33.9966, -118.269)",CA,90011,http://www.laparks.org/dos/reccenter/facility/southPkRC.htm,(213) 847-6746,9,33.99664406,-118.268573
Parks,Westwood Gardens Park,1246,,S,Glendon,Ave,,,,,,,,"Los Angeles, CA 90024
(34.0575, -118.442)",CA,90024,,(310) 836-1040,5,34.057518,-118.441597
Parks,97th Street Pocket Park,554,,W,97th,St,,,,,,,,"Los Angeles, CA 90010
(33.948, -118.285)",CA,90010,,(310) 548-7675,8,33.948036,-118.2847
Outdoor Fitness Equipment,Griffith Park - Park Center,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1342, -118.283)",CA,90027,http://www.laparks.org/dos/parks/facility/parkCenter.htm,(323) 644-2050,4,34.134213,-118.282994
Universally Accessible Playgrounds,Westwood Park - Aidan's Place,1350,,S,Sepulveda,Blvd,,,,,,,,"Los Angeles, CA 90025
(34.0527, -118.448)",CA,90025,http://www.laparks.org/dos/playground/facility/westwoodUAPRC.htm,(310) 473-3610,5,34.052676,-118.448107
Parks,Lake Street Park,227,,N,Lake,St,,,,,,,,"Los Angeles, CA 90057
(34.0687, -118.27)",CA,90057,http://www.laparks.org/dos/parks/facility/lakeStPk.htm,(213) 207-2196,13,34.06874703,-118.270384
Recreation Centers,Hoover Recreation Center,1010,,W,25th,St,,,,,,,,"Los Angeles, CA 90007
(34.0327, -118.283)",CA,90007,http://www.laparks.org/dos/reccenter/facility/hooverRC.htm,(213) 749-8896,1,34.03273559,-118.2830944
Public Computer Centers,Central Park Recreation Center - Public Computer Center,1357,,E,22nd,St,,,,,,,,"Los Angeles, CA 90011
(34.0208, -118.251)",CA,90011,http://www.laparks.org/btop/lynda.htm,(213) 485-4435,9,34.020754,-118.251107
Parks,6th & Gladys Street Park,624,,E,6th,St,,,,,Gladys,St,,"Los Angeles, CA 90021
(34.0403, -118.242)",CA,90021,http://www.laparks.org/dos/parks/facility/6thgladysPk.htm,(818) 756-8189,14,34.04032,-118.242479
Recreation Centers,Silver Lake Recreation Center,1850,,W,Silver Lake,Dr,,,,,,,,"Los Angeles, CA 90026
(34.0925, -118.267)",CA,90026,http://www.laparks.org/dos/reccenter/facility/silverLakeRC.htm,(323) 644-3946,13,34.09250232,-118.2668935
Parks,Lanark/Shelby Mini-Park,,,,Lanark,St,,,,,Shelby,St,,"Los Angeles, CA 90041
(34.1353, -118.188)",CA,90041,http://www.laparks.org/dos/parks/facility/lanarkShelbyPk.htm,(323) 255-0370,14,34.135325,-118.187511
Outdoor Fitness Equipment,State Street Recreation Center,716,,N,State,St,,,,,,,,"Los Angeles, CA 90033
(34.0531, -118.213)",CA,90033,http://www.laparks.org/dos/reccenter/facility/stateStreetRC.htm,(213) 847-2790,14,34.053064,-118.212879
Parks,Mount Carmel Park,830,,W,70th,St,,,,,,,,"Los Angeles, CA 90044
(33.9762, -118.288)",CA,90044,http://www.laparks.org/dos/parks/facility/mountCarmelPk.htm,(323) 789-2756,8,33.97624967,-118.2884111
Swimming Pools - Summer,Ross Snyder Pool,1501,,E,41st,St,,,,,,,,"Los Angeles, CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/aquatic/facility/rossSnyderPool.htm,(213) 847-3430,9,34.00871681,-118.2473934
Public Computer Centers,Mount Carmel Recreation Center - Public Computer Center,830,,W,70th,St,,,,,,,,"Los Angeles, CA 90044
(33.976, -118.288)",CA,90044,http://www.laparks.org/btop/lynda.htm,(323) 789-2756,8,33.975985,-118.28763
Parks,Palms Park,2950,,,Overland,Ave,,,,,,,,"Los Angeles, CA 90064
(34.0329, -118.418)",CA,90064,http://www.laparks.org/dos/reccenter/facility/palmsRC.htm,(310) 838-3838,5,34.03286932,-118.4177271
Recreation Centers,Wabash Recreation Center,2765,,,Wabash,Ave,,,,,,,,"Los Angeles, CA 90033
(34.0507, -118.198)",CA,90033,http://www.laparks.org/dos/reccenter/facility/wabashRC.htm,(323) 262-6534,14,34.05070789,-118.1981928
Tennis Courts,Griffith Park - Park Drive Tennis Courts,4669,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1331, -118.283)",CA,90027,http://www.laparks.org/dos/parks/griffithpk/tennis.htm,(323) 913-4688,4,34.133139,-118.282567
Parks,Denker Park,1550,,W,35th,Pl,,,,,,,,"Los Angeles, CA 90018
(34.0236, -118.305)",CA,90018,http://www.laparks.org/dos/reccenter/facility/denkerRC.htm,(323) 733-8367,8,34.02355276,-118.3045149
Universally Accessible Playgrounds,Stoner Park,1835,,,Stoner,Ave,,,,,,,,"Los Angeles, CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/reccenter/facility/stonerRC.htm,(310) 479-7200,11,34.03844736,-118.4532902
Swimming Pools - Year Round,Richard Alatorre Pool,4721,,,Klamath,St,,,,,,,,"Los Angeles, CA 90032
(34.0757, -118.182)",CA,90032,http://www.laparks.org/dos/aquatic/facility/richardAlatorrePool.htm,(323) 276-3042,14,34.075694,-118.1815698
Parks,Unidad Park,1648,,W,Beverly,Blvd,,,,,,,,"Los Angeles, CA 90026
(34.064, -118.265)",CA,90026,,(310) 548-7675,13,34.063995,-118.264551
Public Computer Centers,Ross Snyder Recreation Center - Public Computer Center,1501,,E,41st,St,,,,,,,,"Los Angeles, CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/btop/lynda.htm,(323) 231-3964,9,34.00871681,-118.2473934
Tennis Courts,Shatto Tennis Courts,3191,,W,4th,St,,,,,,,,"Los Angeles, CA 90020
(34.0673, -118.289)",CA,90020,http://www.laparks.org/dos/reccenter/facility/shattoRC.htm,(213) 386-8877,13,34.067287,-118.289251
Public Computer Centers,Elysian Valley Recreation Center - Public Computer Center,1811,,,Ripple,St,,,,,,,,"Los Angeles, CA 90039
(34.0989, -118.245)",CA,90039,http://www.laparks.org/btop/lynda.htm,(323) 666-5058,13,34.09889273,-118.24518
Dog Parks,Griffith Park Dog Park,,,N,Zoo,Dr,,,,,Ventura Freeway,,,"Los Angeles, CA 90027
(34.1555, -118.286)",CA,90027,http://www.laparks.org/dos/parks/facility/dogparks/griffithParkDogPk.htm,(323) 913-4688,4,34.155503,-118.286021
Universally Accessible Playgrounds,Lake Street Park,227,,N,Lake,St,,,,,,,,"Los Angeles, CA 90057
(34.0687, -118.27)",CA,90057,http://www.laparks.org/dos/parks/facility/lakeStPk.htm,(213) 207-2196,13,34.06874703,-118.270384
Recreation Centers,Palms Youth Center,2930,,,Overland,Ave,,,,,,,,"Los Angeles, CA 90064
(34.0334, -118.418)",CA,90064,http://www.laparks.org/dos/reccenter/facility/palmsRC.htm,(310) 838-3838,5,34.03335767,-118.418118
Parks,Westwood Park - Aidan's Place,1350,,S,Sepulveda,Blvd,,,,,,,,"Los Angeles, CA 90025
(34.0527, -118.448)",CA,90025,http://www.laparks.org/dos/playground/facility/westwoodUAPRC.htm,(310) 473-3610,5,34.052676,-118.448107
Outdoor Fitness Equipment,Gilbert W. Lindsay Recreation Center,429,,E,42nd,Pl,,,,,,,,"Los Angeles, CA 90011
(34.0066, -118.268)",CA,90011,http://www.laparks.org/dos/reccenter/facility/gilbertLindsayRC.htm,(323) 846-7584,9,34.00661929,-118.2677641
Hiking Trails,Ernest E. Debs Regional Park,4235,,,Monterey,Rd,,,,,,,,"Los Angeles, CA 90032
(34.0954, -118.19)",CA,90032,http://www.laparks.org/dos/parks/facility/debsEERegionalPk.htm,(213) 485-5054,1,34.095367,-118.190495
Recreation Centers,Fred Roberts Recreation Center,4700,,S,Honduras,St,,,,,,,,"Los Angeles, CA 90011
(34.0009, -118.244)",CA,90011,http://www.laparks.org/dos/reccenter/facility/fredRobertsRC.htm,(323) 234-8650,9,34.000886,-118.24401
Parks,Fox & Laurel Park,14353,,,Fox,St,,,,,,,,"Los Angeles, CA 91340
(34.2716, -118.446)",CA,91340,,,7,34.271638,-118.446271
Tennis Courts,Van Ness Tennis Courts,5720,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.org/dos/reccenter/facility/vanNessRC.htm,(323) 296-1559,8,33.99082417,-118.319119
Parks,Club Circle Park,2890,,,Club,Dr,,,,,,,,"Los Angeles, CA 90043
(34.0389, -118.402)",CA,90043,,(310) 836-1040,5,34.038907,-118.402029
Outdoor Fitness Equipment,Eagle Rock Park,1100,,,Eagle Vista,Dr,,,,,,,,"Los Angeles, CA 90041
(34.143, -118.188)",CA,90041,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,(323) 257-6948,14,34.142988,-118.18805
Parks,Griffith Park - Ceta Forest,5201,,,Zoo,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1551, -118.301)",CA,90027,http://www.laparks.org/dos/parks/facility/cetaForestPk.htm,(323) 913-4688,4,34.155128,-118.30145
Public Computer Centers,Glassell Park Senior Citizen Center - Public Computer Center,3740,,,Verdugo,Rd,,,,,,,,"Los Angeles, CA 90063
(34.1176, -118.232)",CA,90063,http://www.laparks.org/btop/lynda.htm,(323) 550-8809,1,34.117633,-118.232272
Recreation Centers,Lincoln Heights Youth Center,2911,,,Altura,St,,,,,,,,"Los Angeles, CA 90031
(34.0755, -118.212)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnHghtYC.htm,(323) 226-1401,1,34.075537,-118.211513
Parks,Genesee Avenue Park,2330,,S,Genesee,Ave,,,,,,,,"Los Angeles, CA 90016
(34.0369, -118.369)",CA,90016,http://www.laparks.org/dos/parks/facility/geneseeAvePk.htm,(310) 840-2186,10,34.03688,-118.36858
